I17PERIOD;I17TIMEST;I17SOLO;I17FUNCSYSTEM;I17PORTID;I17CLASSID;I17CFTYPE;I17CFID;I17CFREV;I17CFDATE1;I17CFDATE2;I17VALUE;I17CURR;I17FUNCTVALUE;I17FUNCTCURR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2021_NO_581;;Z10R;CZR_DEF_20220427190437_1236;;20211231;20211231;-12408,08;EUR;-12408,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_710;;Z10P;CZR_DEF_20220427190437_1237;;20211231;20211231;25871;HUF;70,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_502;;Z20P;CZR_DEF_20220427190437_1238;;20211231;20211231;31450,13;EUR;31450,13;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_338;;Z20P;CZR_DEF_20220427190437_1239;;20211231;20211231;291313,34;EUR;291313,34;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_502;;Z5200;CZR_DEF_20220427190437_124;;20211231;20211231;-363,56;EUR;-363,56;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_715;;Z10R;CZR_DEF_20220427190437_1240;;20211231;20211231;-3504,12;EUR;-3504,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_534;;Z20R;CZR_DEF_20220427190437_1241;;20211231;20211231;-2763,92;EUR;-2763,92;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_371;;Z10R;CZR_DEF_20220427190437_1242;;20211231;20211231;-2190560,74;CZK;-88122,97;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_136;;Z10R;CZR_DEF_20220427190437_1243;;20211231;20211231;-12263714,43;TRY;-805049,03;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_172;;Z10R;CZR_DEF_20220427190437_1244;;20211231;20211231;-435928,73;EUR;-435928,73;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_519;;Z10R;CZR_DEF_20220427190437_1245;;20211231;20211231;-60297,22;CZK;-2425,67;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_476;;Z30P;CZR_DEF_20220427190437_1246;;20211231;20211231;342637,86;CZK;13783,81;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_552;;Z20R;CZR_DEF_20220427190437_1247;;20211231;20211231;-86376,25;EUR;-86376,25;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_636;;Z20P;CZR_DEF_20220427190437_1248;;20211231;20211231;84369,15;EUR;84369,15;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_113;;Z20P;CZR_DEF_20220427190437_1249;;20211231;20211231;445901,42;CZK;17937,94;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_628;;Z20P;CZR_DEF_20220427190437_125;;20211231;20211231;3308284,00;CZK;133087,30;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_549;;Z20P;CZR_DEF_20220427190437_1250;;20211231;20211231;1164,49;EUR;1164,49;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_633;;Z20P;CZR_DEF_20220427190437_1251;;20211231;20211231;52369,25;EUR;52369,25;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2020_NO_181;;Z30P;CZR_DEF_20220427190437_1252;;20211231;20211231;1400,10;USD;1236,18;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_365;;Z20P;CZR_DEF_20220427190437_1253;;20211231;20211231;671477,71;PLN;146071,85;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_16;;Z10R;CZR_DEF_20220427190437_1254;;20211231;20211231;-21682,00;EUR;-21682,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_381;;Z30P;CZR_DEF_20220427190437_1255;;20211231;20211231;387,60;USD;342,22;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_160;;Z20P;CZR_DEF_20220427190437_1256;;20211231;20211231;4844,36;EUR;4844,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_646;;Z10P;CZR_DEF_20220427190437_1257;;20211231;20211231;617,77;EUR;617,77;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_289;;Z10R;CZR_DEF_20220427190437_1258;;20211231;20211231;-35907,28;EUR;-35907,28;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_355;;Z20P;CZR_DEF_20220427190437_1259;;20211231;20211231;227837,00;EUR;227837,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_724;;Z20P;CZR_DEF_20220427190437_126;;20211231;20211231;1775,36;EUR;1775,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_129;;Z20P;CZR_DEF_20220427190437_1260;;20211231;20211231;968196,91;EUR;968196,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_295;;Z10R;CZR_DEF_20220427190437_1261;;20211231;20211231;-270855,08;EUR;-270855,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_422;;Z10R;CZR_DEF_20220427190437_1263;;20211231;20211231;-5655,01;EUR;-5655,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_565;;Z30P;CZR_DEF_20220427190437_1264;;20211231;20211231;80337,72;EUR;80337,72;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_197;;Z10R;CZR_DEF_20220427190437_1265;;20211231;20211231;-2979,95;EUR;-2979,95;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_729;;Z20P;CZR_DEF_20220427190437_1266;;20211231;20211231;96900,37;USD;85555,69;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_535;;Z20P;CZR_DEF_20220427190437_1267;;20211231;20211231;469084,13;EUR;469084,13;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_167;;Z10R;CZR_DEF_20220427190437_1268;;20211231;20211231;-1630022,33;EUR;-1630022,33;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_199;;Z20R;CZR_DEF_20220427190437_127;;20211231;20211231;-367,61;EUR;-367,61;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_71;;Z20P;CZR_DEF_20220427190437_1270;;20211231;20211231;197765,52;EUR;197765,52;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_125;;Z5200;CZR_DEF_20220427190437_1271;;20211231;20211231;-145907,45;EUR;-145907,45;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_321;;Z30P;CZR_DEF_20220427190437_1272;;20211231;20211231;3433,84;EUR;3433,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_566;;Z30P;CZR_DEF_20220427190437_1273;;20211231;20211231;407,23;EUR;407,23;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_430;;Z10R;CZR_DEF_20220427190437_1274;;20211231;20211231;-39737,92;EUR;-39737,92;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_694;;Z10R;CZR_DEF_20220427190437_1275;;20211231;20211231;-1187,23;EUR;-1187,23;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_514;;Y20R;CZR_DEF_20220427190437_1276;;20211231;20211231;-251809,70;CZK;-10129,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_603;;Z20P;CZR_DEF_20220427190437_1277;;20211231;20211231;178343,81;EUR;178343,81;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_125;;Z5000;CZR_DEF_20220427190437_1278;;20211231;20211231;-50353,12;EUR;-50353,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_289;;Z10R;CZR_DEF_20220427190437_1279;;20211231;20211231;-6494,86;EUR;-6494,86;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_553;;Z20P;CZR_DEF_20220427190437_128;;20211231;20211231;56287,36;EUR;56287,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2021_NO_597;;Z10R;CZR_DEF_20220427190437_1280;;20211231;20211231;-6800,00;USD;-6003,88;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_614;;Z10R;CZR_DEF_20220427190437_1281;;20211231;20211231;-22389,33;EUR;-22389,33;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_602;;Z30P;CZR_DEF_20220427190437_1283;;20211231;20211231;11800,47;EUR;11800,47;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_671;;Z10R;CZR_DEF_20220427190437_1284;;20211231;20211231;-96973,30;EUR;-96973,30;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_157;;Z10R;CZR_DEF_20220427190437_1285;;20211231;20211231;-216716,71;CZK;-8718,19;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_63;;Z10R;CZR_DEF_20220427190437_1286;;20211231;20211231;-263,62;EUR;-263,62;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_355;;Z20R;CZR_DEF_20220427190437_1287;;20211231;20211231;-40612,97;EUR;-40612,97;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_488;;Y20R;CZR_DEF_20220427190437_1288;;20211231;20211231;-759062,48;USD;-670194,66;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_615;;Z20P;CZR_DEF_20220427190437_1289;;20211231;20211231;5240,81;EUR;5240,81;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_655;;Y20R;CZR_DEF_20220427190437_129;;20211231;20211231;-599953,77;EUR;-599953,77;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_202;;Z10R;CZR_DEF_20220427190437_1290;;20211231;20211231;-167614,01;PLN;-36462,40;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_9;;Z20P;CZR_DEF_20220427190437_1291;;20211231;20211231;258337,07;TRY;16958,48;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_13;;Y20R;CZR_DEF_20220427190437_1292;;20211231;20211231;-315213,82;EUR;-315213,82;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_372;;Z30P;CZR_DEF_20220427190437_1293;;20211231;20211231;58723,11;EUR;58723,11;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_531;;Z20P;CZR_DEF_20220427190437_1294;;20211231;20211231;23277,68;EUR;23277,68;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_126;;Z5200;CZR_DEF_20220427190437_1295;;20211231;20211231;-24750,00;CHF;-23957,02;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_518;;Z20R;CZR_DEF_20220427190437_1296;;20211231;20211231;-1086068,00;CZK;-43690,88;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_261;;Z10R;CZR_DEF_20220427190437_1297;;20211231;20211231;-33918,85;EUR;-33918,85;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_21;;Z30P;CZR_DEF_20220427190437_1298;;20211231;20211231;36459,76;CZK;1466,72;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_138;;Z30P;CZR_DEF_20220427190437_1299;;20211231;20211231;52803,36;EUR;52803,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_112;;Z10R;CZR_DEF_20220427190437_130;;20211231;20211231;-536940,31;CZK;-21600,30;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_134;;Z30P;CZR_DEF_20220427190437_1300;;20211231;20211231;24407,72;EUR;24407,72;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_269;;Z10R;CZR_DEF_20220427190437_1301;;20211231;20211231;-19435,53;USD;-17160,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_378;;Z20P;CZR_DEF_20220427190437_1302;;20211231;20211231;5351,64;RSD;45,51;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_535;;Z20P;CZR_DEF_20220427190437_1303;;20211231;20211231;173780,21;EUR;173780,21;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_360;;Z10R;CZR_DEF_20220427190437_1304;;20211231;20211231;-189387,00;EUR;-189387,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_616;;Z20P;CZR_DEF_20220427190437_1305;;20211231;20211231;11422,12;EUR;11422,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_728;;Z20R;CZR_DEF_20220427190437_1306;;20211231;20211231;-159827,19;PLN;-34768,47;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_489;;Z10R;CZR_DEF_20220427190437_1307;;20211231;20211231;-205,47;EUR;-205,47;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_565;;Z20R;CZR_DEF_20220427190437_1308;;20211231;20211231;-30647,38;EUR;-30647,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2021_NO_216;;Z10R;CZR_DEF_20220427190437_1309;;20211231;20211231;-25277,00;EUR;-25277,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_644;;Z10R;CZR_DEF_20220427190437_131;;20211231;20211231;-7020,76;EUR;-7020,76;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_654;;Z20P;CZR_DEF_20220427190437_1310;;20211231;20211231;124722,62;USD;110120,63;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_248;;Z20P;CZR_DEF_20220427190437_1311;;20211231;20211231;422,93;EUR;422,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_529;;Z20P;CZR_DEF_20220427190437_1312;;20211231;20211231;8411,98;EUR;8411,98;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_611;;Z20P;CZR_DEF_20220427190437_1313;;20211231;20211231;129994,10;EUR;129994,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_273;;Z10R;CZR_DEF_20220427190437_1314;;20211231;20211231;-49615,77;EUR;-49615,77;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_716;;Y10P;CZR_DEF_20220427190437_1315;;20211231;20211231;3872,01;CZK;155,77;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_284;;Z30P;CZR_DEF_20220427190437_1316;;20211231;20211231;626,34;EUR;626,34;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_472;;Z20P;CZR_DEF_20220427190437_1317;;20211231;20211231;1463,41;EUR;1463,41;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_602;;Z5000;CZR_DEF_20220427190437_1318;;20211231;20211231;-7612,48;EUR;-7612,48;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_323;;Z30P;CZR_DEF_20220427190437_1319;;20211231;20211231;6944,07;EUR;6944,07;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_414;;Z10R;CZR_DEF_20220427190437_132;;20211231;20211231;-790333,66;EUR;-790333,66;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_689;;Y10P;CZR_DEF_20220427190437_1320;;20211231;20211231;7052,58;EUR;7052,58;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_553;;Z30P;CZR_DEF_20220427190437_1321;;20211231;20211231;6263,77;EUR;6263,77;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_569;;Z10R;CZR_DEF_20220427190437_1322;;20211231;20211231;-638199,19;CZK;-25673,79;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_338;;Z10R;CZR_DEF_20220427190437_1323;;20211231;20211231;-279289,93;EUR;-279289,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_368;;Z20P;CZR_DEF_20220427190437_1324;;20211231;20211231;1238,71;EUR;1238,71;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_550;;Z5200;CZR_DEF_20220427190437_1325;;20211231;20211231;-260375,85;EUR;-260375,85;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2020_NO_181;;Z10R;CZR_DEF_20220427190437_1326;;20211231;20211231;-10554,60;USD;-9318,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_122;;Y20R;CZR_DEF_20220427190437_1327;;20211231;20211231;-29387,10;EUR;-29387,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_196;;Z10R;CZR_DEF_20220427190437_1328;;20211231;20211231;-62927,68;EUR;-62927,68;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_702;;Z10R;CZR_DEF_20220427190437_1329;;20211231;20211231;-10727,01;EUR;-10727,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_270;;Z10R;CZR_DEF_20220427190437_133;;20211231;20211231;-73542,65;EUR;-73542,65;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_719;;Y20R;CZR_DEF_20220427190437_1330;;20211231;20211231;-31041,26;USD;-27407,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_11;;Z20P;CZR_DEF_20220427190437_1331;;20211231;20211231;1944,37;EUR;1944,37;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_631;;Z10R;CZR_DEF_20220427190437_1332;;20211231;20211231;-506568,16;EUR;-506568,16;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_38;;Z20R;CZR_DEF_20220427190437_1333;;20211231;20211231;-5574,71;EUR;-5574,71;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_50;;Z10R;CZR_DEF_20220427190437_1334;;20211231;20211231;-974,82;EUR;-974,82;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_730;;Z20P;CZR_DEF_20220427190437_1335;;20211231;20211231;39960803,68;EUR;39960803,68;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_325;;Z30P;CZR_DEF_20220427190437_1336;;20211231;20211231;2487373;HUF;6737,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_19;;Z10R;CZR_DEF_20220427190437_1337;;20211231;20211231;-315496,29;EUR;-315496,29;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_539;;Z10R;CZR_DEF_20220427190437_1338;;20211231;20211231;-340357,50;EUR;-340357,50;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_602;;Z20P;CZR_DEF_20220427190437_1339;;20211231;20211231;42617,62;EUR;42617,62;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_172;;Z5200;CZR_DEF_20220427190437_1340;;20211231;20211231;-26113,38;EUR;-26113,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_124;;Z10R;CZR_DEF_20220427190437_1341;;20211231;20211231;-36949696,28;EUR;-36949696,28;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2021_NO_582;;Z20P;CZR_DEF_20220427190437_1342;;20211231;20211231;10613,76;EUR;10613,76;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_489;;Z20R;CZR_DEF_20220427190437_1343;;20211231;20211231;-34035,91;EUR;-34035,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_570;;Z20P;CZR_DEF_20220427190437_1344;;20211231;20211231;120094,50;EUR;120094,50;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_15;;Z20P;CZR_DEF_20220427190437_1345;;20211231;20211231;23203,27;EUR;23203,27;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_346;;Z20R;CZR_DEF_20220427190437_1346;;20211231;20211231;-648,97;EUR;-648,97;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_284;;Z10R;CZR_DEF_20220427190437_1347;;20211231;20211231;-20074,98;EUR;-20074,98;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_701;;Z20P;CZR_DEF_20220427190437_1348;;20211231;20211231;15976,67;EUR;15976,67;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_71;;Z30P;CZR_DEF_20220427190437_1349;;20211231;20211231;13561,51;EUR;13561,51;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_195;;Z20P;CZR_DEF_20220427190437_1350;;20211231;20211231;11723,47;EUR;11723,47;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_252;;Z10R;CZR_DEF_20220427190437_1351;;20211231;20211231;-13622,91;EUR;-13622,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_446;;Z10R;CZR_DEF_20220427190437_1352;;20211231;20211231;-954063,18;PLN;-207544,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_553;;Z10R;CZR_DEF_20220427190437_1353;;20211231;20211231;-84778,12;EUR;-84778,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2019_NO_229;;Z10R;CZR_DEF_20220427190437_1354;;20211231;20211231;-727,00;RON;-146,90;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_245;;Z10R;CZR_DEF_20220427190437_1355;;20211231;20211231;-32353,00;EUR;-32353,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2021_NO_144;;Z10R;CZR_DEF_20220427190437_1356;;20211231;20211231;-169000,00;CZK;-6798,62;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_464;;Y20R;CZR_DEF_20220427190437_1357;;20211231;20211231;-168628,92;PLN;-36683,18;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_726;;Z10R;CZR_DEF_20220427190437_1358;;20211231;20211231;-478,84;EUR;-478,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_47;;Z10R;CZR_DEF_20220427190437_1359;;20211231;20211231;-54767,21;EUR;-54767,21;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_295;;Z20P;CZR_DEF_20220427190437_136;;20211231;20211231;44707,00;EUR;44707,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_369;;Z10R;CZR_DEF_20220427190437_1360;;20211231;20211231;-1373,12;CHF;-1329,13;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_131;;Z20P;CZR_DEF_20220427190437_1362;;20211231;20211231;326934,83;PLN;71120,72;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_358;;Z10P;CZR_DEF_20220427190437_1363;;20211231;20211231;9136,00;EUR;9136,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_194;;Z10R;CZR_DEF_20220427190437_1364;;20211231;20211231;-175255,98;EUR;-175255,98;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_368;;Z10R;CZR_DEF_20220427190437_1365;;20211231;20211231;-165616,88;EUR;-165616,88;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_12;;Z30R;CZR_DEF_20220427190437_1366;;20211231;20211231;-64,10;EUR;-64,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_253;;Z10R;CZR_DEF_20220427190437_1367;;20211231;20211231;-193599,04;EUR;-193599,04;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_123;;Z20P;CZR_DEF_20220427190437_1368;;20211231;20211231;402472,98;EUR;402472,98;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2019_NO_176;;Z10R;CZR_DEF_20220427190437_1369;;20211231;20211231;-7100,00;EUR;-7100,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_336;;Z10P;CZR_DEF_20220427190437_137;;20211231;20211231;1397,58;EUR;1397,58;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_566;;Z30P;CZR_DEF_20220427190437_1370;;20211231;20211231;5944,97;EUR;5944,97;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_615;;Z20P;CZR_DEF_20220427190437_1371;;20211231;20211231;54,59;EUR;54,59;EUR
